																														
																														
param layers_in_out :=																														
["YEAR_2015",*,*]: 	ELECTRICITY	GASOLINE	DIESEL	LFO	NG	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	SLF	HEAT_HIGH_T	HEAT_LOW_T_DHN	HEAT_LOW_T_DECEN	MOB_PUBLIC	MOB_PRIVATE	MOB_FREIGHT_RAIL	MOB_FREIGHT_ROAD	MOB_FREIGHT_BOAT	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO 	NON_ENERGY	CO2_ATM 	CO2_INDUSTRY	CO2_CAPTURED	:=	
COAL_US	1	0	0	0	0	0	0	-2.055517308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734688	0		
COAL_IGCC	1	0	0	0	0	0	0	-1.865255048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666684	0		
PV	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0		
WIND_ONSHORE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0		
WIND_OFFSHORE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0		
HYDRO_RIVER	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0		
GEOTHERMAL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		
IND_COGEN_GAS	0.9565	0	0	0	-2.1739	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43478	0		
IND_COGEN_WOOD	0.3396	0	0	0	0	-1.8868	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735852	0		
IND_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	-2.224411144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577772	0		
IND_BOILER_GAS	0	0	0	0	-1.0785	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2157	0		
IND_BOILER_WOOD	0	0	0	0	0	-1.1568	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451152	0		
IND_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297986	0		
IND_BOILER_COAL	0	0	0	0	0	0	0	-1.2195	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43902	0		
IND_BOILER_WASTE	0	0	0	0	0	0	0	0	0	-1.2195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31707	0		
IND_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN_HP_ELEC	-0.254934211	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN_COGEN_GAS	1.25	0	0	0	-2.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0		
DHN_COGEN_WOOD	0.3396	0	0	0	0	-1.8868	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.735852	0		
DHN_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	-2.224411144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.577772	0		
DHN_COGEN_WET_BIOMASS	0.875	0	0	0	0	0	-2.502487562	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.975	0		
DHN_BOILER_GAS	0	0	0	0	-1.0785	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.2157	0		
DHN_BOILER_WOOD	0	0	0	0	0	-1.1568	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.451152	0		
DHN_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.297986	0		
DHN_DEEP_GEO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		
DHN_SOLAR	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0		
DEC_HP_ELEC	-0.339878289	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_THHP_GAS	0	0	0	0	-0.679858553	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_COGEN_GAS	0.9565	0	0	0	-2.1739	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_COGEN_OIL	0.907	0	0	-2.3256	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_ADVCOGEN_GAS	2.6364	0	0	0	-4.5455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_ADVCOGEN_H2	2.6364	0	0	0	0	0	0	0	0	0	-4.5455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_GAS	0	0	0	0	-1.1111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_WOOD	0	0	0	0	0	-1.1765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_OIL	0	0	0	-1.1765	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_SOLAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0		
DEC_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
TRAMWAY_TROLLEY	-0.171710149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_DIESEL	0	0	-0.273584135	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_HYDIESEL	0	0	-0.191137162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_CNG_STOICH	0	0	0	0	-0.317494262	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_FC_HYBRIDH2	0	0	0	0	0	0	0	0	0	0	-0.239846326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
TRAIN_PUB	-0.095256023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
CAR_GASOLINE	0	-0.44554959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_DIESEL	0	0	-0.398577564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_NG	0	0	0	0	-0.50040082	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_HEV	0	-0.258369764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_PHEV	-0.046918896	-0.183505017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_BEV	-0.11114934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_FUEL_CELL	0	0	0	0	0	0	0	0	0	0	-0.190813441	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
TRAIN_FREIGHT	-0.070948597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
BOAT_FREIGHT_DIESEL	0	0	-0.110258013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		
BOAT_FREIGHT_NG	0	0	0	0	-0.127536885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		
TRUCK_DIESEL	0	0	-0.528208013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
TRUCK_FUEL_CELL	0	0	0	0	0	0	0	0	0	0	-0.467992832	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
TRUCK_NG	0	0	0	0	-0.611762295	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
NON_ENERGY_OIL	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
NON_ENERGY_NG	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
EFFICIENCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
GRID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
INLAND_WATER_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ROADS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
RAILWAYS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_GAS_FUELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_LIQUID_FUELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_ELEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2_ELECTROLYSIS	-1.1765	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2_NG	0	0	0	0	-1.3646	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27292	0		
H2_BIOMASS	0	0	0	0	0	-2.325418548	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901719	0		
GASIFICATION_SNG	0.0426	0	0	0	1	-1.388938889	0	0	0	0	0	0	0	0.1217	0	0	0	0	0	0	0	0	0	0	0	0	0.263523	0		
PYROLYSIS	0.0238	0	0	0	0	-1.510350346	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2928315	0		
ATM_CCS	-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1		
INDUSTRY_CCS	-0.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.9		
SYN_METHANOLATION	-0.728372093	0	0	0	0	0	0	0	0	0	-0.754674419	1	0	0.261	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.247		
SYN_METHANATION	-0.0213	0	0	0	1	0	0	0	0	0	-1.28	0	0	0.295	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.198		
BIOMETHANATION	0	0	0	0	1	0	-1.070663812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208779443	0		
SLF_TO_DIESEL	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
SLF_TO_GASOLINE	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
SLF_TO_LFO	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
																														
["YEAR_2035",*,*]: 	ELECTRICITY	GASOLINE	DIESEL	LFO	NG	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	SLF	HEAT_HIGH_T	HEAT_LOW_T_DHN	HEAT_LOW_T_DECEN	MOB_PUBLIC	MOB_PRIVATE	MOB_FREIGHT_RAIL	MOB_FREIGHT_ROAD	MOB_FREIGHT_BOAT	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO 	NON_ENERGY	CO2_ATM 	CO2_INDUSTRY	CO2_CAPTURED	:=	
ELECTRICITY	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
GASOLINE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DIESEL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
BIOETHANOL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
BIODIESEL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
LFO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
NG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
SNG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
WOOD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
WET_BIOMASS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
COAL	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
URANIUM	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
WASTE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
SLF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ELEC_EXPORT	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
CO2_EMISSIONS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0		
RES_WIND 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
RES_SOLAR  	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
RES_HYDRO 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
RES_GEO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
CO2_ATM 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
CO2_INDUSTRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		
CO2_CAPTURED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
NUCLEAR	1	0	0	0	0	0	0	0	-2.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
CCGT	1	0	0	0	-1.5873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31746	0		
COAL_US	1	0	0	0	0	0	0	-2.0408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734688	0		
COAL_IGCC	1	0	0	0	0	0	0	-1.8519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666684	0		
PV	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0		
WIND_ONSHORE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0		
WIND_OFFSHORE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0		
HYDRO_RIVER	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0		
GEOTHERMAL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		
IND_COGEN_GAS	0.9565	0	0	0	-2.1739	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43478	0		
IND_COGEN_WOOD	0.3396	0	0	0	0	-1.8868	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735852	0		
IND_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	-2.2222	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577772	0		
IND_BOILER_GAS	0	0	0	0	-1.0785	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2157	0		
IND_BOILER_WOOD	0	0	0	0	0	-1.1568	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451152	0		
IND_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297986	0		
IND_BOILER_COAL	0	0	0	0	0	0	0	-1.2195	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43902	0		
IND_BOILER_WASTE	0	0	0	0	0	0	0	0	0	-1.2195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31707	0		
IND_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN_HP_ELEC	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN_COGEN_GAS	1.25	0	0	0	-2.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0		
DHN_COGEN_WOOD	0.3396	0	0	0	0	-1.8868	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.735852	0		
DHN_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	-2.2222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.577772	0		
DHN_COGEN_WET_BIOMASS	0.875	0	0	0	0	0	-2.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.975	0		
DHN_BOILER_GAS	0	0	0	0	-1.0785	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.2157	0		
DHN_BOILER_WOOD	0	0	0	0	0	-1.1568	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.451152	0		
DHN_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.297986	0		
DHN_DEEP_GEO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0		
DHN_SOLAR	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0		
DEC_HP_ELEC	-0.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_THHP_GAS	0	0	0	0	-0.6667	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_COGEN_GAS	0.9565	0	0	0	-2.1739	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_COGEN_OIL	0.907	0	0	-2.3256	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_ADVCOGEN_GAS	2.6364	0	0	0	-4.5455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_ADVCOGEN_H2	2.6364	0	0	0	0	0	0	0	0	0	-4.5455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_GAS	0	0	0	0	-1.1111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_WOOD	0	0	0	0	0	-1.1765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_BOILER_OIL	0	0	0	-1.1765	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
DEC_SOLAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0		
DEC_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
TRAMWAY_TROLLEY	-0.1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_DIESEL	0	0	-0.2655	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_HYDIESEL	0	0	-0.1828	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_CNG_STOICH	0	0	0	0	-0.3062	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
BUS_COACH_FC_HYBRIDH2	0	0	0	0	0	0	0	0	0	0	-0.2255	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
TRAIN_PUB	-0.0917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
CAR_GASOLINE	0	-0.4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_DIESEL	0	0	-0.3868	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_NG	0	0	0	0	-0.4826	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_HEV	0	-0.2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_PHEV	-0.045	-0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_BEV	-0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
CAR_FUEL_CELL	0	0	0	0	0	0	0	0	0	0	-0.1794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
TRAIN_FREIGHT	-0.0683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
BOAT_FREIGHT_DIESEL	0	0	-0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		
BOAT_FREIGHT_NG	0	0	0	0	-0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		
TRUCK_DIESEL	0	0	-0.5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
TRUCK_FUEL_CELL	0	0	0	0	0	0	0	0	0	0	-0.44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
TRUCK_NG	0	0	0	0	-0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
NON_ENERGY_OIL	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
NON_ENERGY_NG	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
EFFICIENCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
DHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
GRID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
INLAND_WATER_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ROADS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
RAILWAYS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_GAS_FUELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_LIQUID_FUELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_ELEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
STATION_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2_ELECTROLYSIS	-1.1765	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2_NG	0	0	0	0	-1.3646	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27292	0		
H2_BIOMASS	0	0	0	0	0	-2.3121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901719	0		
GASIFICATION_SNG	0.0426	0	0	0	1	-1.3514	0	0	0	0	0	0	0	0.1217	0	0	0	0	0	0	0	0	0	0	0	0	0.263523	0		
PYROLYSIS	0.0238	0	0	0	0	-1.5017	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2928315	0		
ATM_CCS	-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1		
INDUSTRY_CCS	-0.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.9		
SYN_METHANOLATION	-0.72	0	0	0	0	0	0	0	0	0	-0.746	1	0	0.261	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.247		
SYN_METHANATION	-0.0213	0	0	0	1	0	0	0	0	0	-1.28	0	0	0.295	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.198		
BIOMETHANATION	0	0	0	0	1	0	-1.070663812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208779443	0		
